0	1001065	1
0	1001215	1
0	1001361	1
0	1002122	1
0	1002224	1
0	1003024	1
0	1003027	1
0	1003068	1
0	1003104	1
0	1003149	1
0	1005037	1
0	1008471	1
0	1100414	1
0	1100503	1
0	1100551	1
0	1101028	1
0	1101213	1
0	1101896	1
0	1102222	1
0	1102799	1
0	1102878	1
0	1102967	1
0	1103743	1
0	1103987	1
0	1104012	1
0	1104018	1
0	1104230	1
0	1104239	1
0	1104308	1
0	1104313	1
0	1104322	1
0	1104350	1
0	1104352	1
0	1104353	1
0	1104360	1
0	1104363	1
0	1104364	1
0	1104368	1
0	1104384	1
0	1104394	1
0	1104403	1
0	1104405	1
0	1104443	1
0	1104521	1
0	1104522	1
0	1104524	1
0	1104530	1
0	1104536	1
0	1104563	1
0	1104566	1
0	1104567	1
0	1104578	1
0	1104582	1
0	1104586	1
0	1104587	1
0	1104588	1
0	1104598	1
0	1104601	1
0	1104607	1
0	1104609	1
0	1104610	1
0	1104620	1
0	1104646	1
0	1104662	1
0	1104672	1
0	1104673	1
0	1104699	1
0	1104711	1
0	1104716	1
0	1104726	1
0	1104745	1
0	1104754	1
0	1104757	1
0	1104759	1
0	1104764	1
0	1104767	1
0	1104769	1
0	1104770	1
0	1104777	1
0	1104788	1
0	1104813	1
0	1104822	1
0	1104824	1
0	1104825	1
0	1104831	1
0	1104841	1
0	1104877	1
0	1104892	1
0	1104899	1
0	1104901	1
0	1104905	1
0	1104913	1
0	1104914	1
0	1104922	1
0	1104944	1
0	1104968	1
0	1104979	1
0	1104985	1
0	1104992	1
0	1104999	1
0	1105007	1
0	1105008	1
0	1105032	1
0	1105034	1
0	1105039	1
0	1105040	1
0	1105055	1
0	1105084	1
0	1105089	1
0	1105106	1
0	1105145	1
0	1105161	1
0	1105165	1
0	1105168	1
0	1105182	1
0	1105183	1
0	1105185	1
0	1105195	1
0	1105196	1
0	1105203	1
0	1105204	1
0	1105210	1
0	1105213	1
0	1105214	1
0	1105224	1
0	1105232	1
0	1105233	1
0	1105252	1
0	1105258	1
0	1105265	1
0	1105267	1
0	1105281	1
0	1105289	1
0	1105310	1
0	1105347	1
0	1105358	1
0	1105370	1
0	1105381	1
0	1105385	1
0	1105419	1
0	1105420	1
0	1105440	1
0	1105444	1
0	1105448	1
0	1105451	1
0	1105456	1
0	1105465	1
0	1105466	1
0	1105501	1
0	901001	1
0	901002	1
0	901003	1
0	901004	1
0	901005	1
0	901006	1
0	901008	1
0	901009	1
0	901011	1
0	901012	1
0	901013	1
0	901014	1
0	901016	1
0	901017	1
0	901018	1
0	901019	1
0	901020	1
0	901021	1
0	901022	1
0	901023	1
0	901024	1
0	901025	1
0	901026	1
0	901027	1
0	901028	1
0	901030	1
0	901031	1
0	901032	1
0	901033	1
0	901034	1
0	901035	1
0	901036	1
0	901037	1
0	901038	1
0	901039	1
0	901040	1
0	901041	1
0	901042	1
0	901043	1
0	901044	1
0	901045	1
0	901046	1
0	901048	1
0	901049	1
0	901050	1
0	901051	1
0	901052	1
0	901053	1
0	901054	1
0	901055	1
0	901056	1
0	901057	1
0	901058	1
0	901059	1
0	901060	1
0	901061	1
0	901062	1
0	901063	1
0	901064	1
0	901065	1
0	901066	1
0	901067	1
0	901068	1
0	901069	1
0	901070	1
0	901071	1
0	901072	1
0	901073	1
0	901074	1
0	901076	1
0	901077	1
0	901078	1
0	901079	1
0	901080	1
0	901081	1
0	901082	1
